"index"	"image_path"	"hint"	"question"	"answer"	"category"
"1816"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the light bulb hanging from the ceiling?"	"Yes"	"Instance Interaction"
"1817"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator placed on top of a table?"	"No"	"Instance Interaction"
"1818"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the window covered with blinds?"	"No"	"Instance Interaction"
"1819"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible number on the image?"	"No"	"Numerical Text Reference Understanding"
"1820"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is a number '10' showing the room temperature?"	"No"	"Numerical Text Reference Understanding"
"1821"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is a number '25' indicating a floor level?"	"No"	"Numerical Text Reference Understanding"
"1822"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is a number '100' visible on the radiator?"	"No"	"Numerical Text Reference Understanding"
"1823"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible non-numerical text on the image?"	"No"	"Non-Numerical Text Reference Understanding"
"1824"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is a warning label on the radiator?"	"No"	"Non-Numerical Text Reference Understanding"
"1825"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is text describing light bulb wattage?"	"No"	"Non-Numerical Text Reference Understanding"
"1826"	"Data/Source 3/6/rgb.png"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is a sign indicating the room name on the wall?"	"No"	"Non-Numerical Text Reference Understanding"
"1827"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any color to temperature scale bar on the image?"	"No"	"Temperature to Color Mapping Understanding"
"1828"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly represent temperature distribution from low to high: blue, purple, orange, yellow?"	"Yes"	"Temperature to Color Mapping Understanding"
"1829"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly represent temperature distribution from low to high: purple, blue, orange, yellow?"	"No"	"Temperature to Color Mapping Understanding"
"1830"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly represent temperature distribution from low to high: blue, purple, yellow, orange?"	"No"	"Temperature to Color Mapping Understanding"
"1831"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint exactly aligned with the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1832"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint above the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1833"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint a large crop from the bottom-left of the RGB image viewpoint?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"1834"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint wider than the RGB image viewpoint?"	"No"	"RGB-Thermal-Heatmap Alignment"
"1835"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the window showing a cooler temperature on its edges than its window panes?"	"Yes"	"Instance Thermal Attribute"
"1836"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator displaying an equal temperature across its entire surface in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"1837"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the slanted ceiling area displaying an equal temperature across its entire surface?"	"No"	"Instance Thermal Attribute"
"1838"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the right wall inside the dormer area showing a warm spot in its center?"	"No"	"Instance Thermal Attribute"
"1839"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the slanted ceiling area warmer than the central part of the wall in the room?"	"Yes"	"Relative Thermal Attribute"
"1840"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the right wall inside the dormer area showing higher temperature than the window pane?"	"No"	"Relative Thermal Attribute"
"1841"	"['Data/Source 3/6/rgb.png', 'Data/Source 3/6/thermal.png']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the radiator warmer than its surrounding wall in the thermal image?"	"Yes"	"Relative Thermal Attribute"
